Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keterangan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak,License_Duration_Years,License_Status
Wasile,Halmahera Timur,Nikel Wasile,312000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wasile,Maluku Utara,Operasi Produksi,14000000,15365,"Blok Wasile I, Wasile II","PT Wana Kencana Mineral, Laporan RKAB Tahun 2019 (Tabulasi Dinas ESDM Provinsi)",1323,128.08,1.113,IUP,"Kec Wasile Selatan, Kab Halmahera Timur. Kec Weda, Kab Halmahera Tengah",24700.0,2036-05-09,2016-05-09,37372673.0,331391.0,35087919.0,626666,2370,2174,91.73,18,50,90.31,81.25,25.7,5969,353848,81221,70347,699405,1204821,CAPEX,2.41,0.11,0,Tidak,284585619,15774,PT IWIP,Spot Contract,20.013698630136986,Active
Maba,Halmahera Timur,Nikel Tanjung Buli,325000000,Nikel,Ni,Logam Besi dan Paduan Besi,Tanjung Buli,Maluku Utara,Operasi Produksi,99400000,127137,Limonit-Saprolit (wmt),"PT Antam, Annual Report Tahun 2021",1330,128.286,0.832,IUP,"Kec. Maba, Kab. Halmahera Timur",3648.0,2030-09-20,2022-09-30,3006055.0,219244.0,323807.0,1636231,5477,4989,91.09,23,68,90.72,85.11,8.7,16545,307749,142787,75324,560887,1086747,OPEX,0.73,0.01,2,Tidak,265419088,15794,PT Vale Indonesia,FOB Motorship,7.978082191780822,Active
Maba,Halmahera Timur,Nikel Pulau Gee,327000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pulau Gee,Maluku Utara,Operasi Produksi,15000000,31500,"Saprolit (wmt), Limonit","PT Antam, Annual Report 2006",1331,128.328,0.83,IUP,"Kec. Maba, Kab. Halmahera Timur",3648.0,2030-09-20,2022-09-30,7641558.0,100821.0,7646274.0,1123711,4458,4575,102.62,27,56,86.64,75.15,5.7,12659,346693,146945,76845,750506,1320989,CAPEX,2.34,0.47,2,Tidak,285282247,16009,PT Vale Indonesia,FOB Motorship,7.978082191780822,Active
Kotamaba,Halmahera Timur,Nikel Pulau Pakal,328000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pulau Pakal,Maluku Utara,Operasi Produksi,131600000,1817893,Limonit-Saprolit,"PT Antam, Annual Report Tahun 2021",1332,128.34,0.786,IUP,"Kec. Maba, Kab. Halmahera Timur",3648.0,2030-09-20,2022-09-30,10066887.0,637293.0,11095497.0,1680329,4847,4403,90.84,22,66,86.19,86.54,26.5,16926,341894,63043,41315,595269,1041521,CAPEX,1.51,0.05,0,Tidak,302866241,15781,PT IWIP,CIF,7.978082191780822,Active
Wasile,Halmahera Timur,Nikel Fayaul,1425000000,Nikel,Ni,Logam Besi dan Paduan Besi,Fayaul,Maluku Utara,Operasi Produksi,20454010,2618820512,Saprolit,PT Jaya Abadi Semesta. Persetujuan dan Evaluasi Laporan RKAB Tahun 2021,1434,128.1435,1.023,IUP,KEC. WASILE DAN MABA KAB. HALMAHERA TIMUR,1826.0,2032-09-10,2012-09-10,25192895.0,3077035.0,22907629.0,562421,4747,4472,94.21,23,69,93.68,88.55,27.2,22386,206429,123312,60326,454588,844655,CAPEX,1.17,0.06,1,Tidak,317756315,15842,PT Aneka Tambang,FOB Motorship,20.013698630136986,Active
Wasile,Halmahera Timur,Nikel Saramaake,1426000000,Nikel,Ni,Logam Besi dan Paduan Besi,Saramaake,Maluku Utara,Explorasi,0,0,Saprolit,"PT Jaya Abadi Semesta, Tahun 2015",1435,128.1037,0.9828,IUP,KEC. WASILE DAN MABA KAB. HALMAHERA TIMUR,1826.0,2032-09-10,2012-09-10,24412793.0,6495377.0,22203768.0,769184,5332,5066,95.01,15,37,93.52,81.95,23.3,6043,243098,52333,37551,740219,1073201,CAPEX,1.49,0.07,1,Tidak,258635967,15735,PT Vale Indonesia,FOB Motorship,20.013698630136986,Active
Kotamaba,Halmahera Timur,Nikel Wailukum,1427000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wailukum,Maluku Utara,Operasi Produksi,53956602,0,-,"PT Alngit Raya, 2013",1436,128.206,0.775,IUP,"Desa Wailukum, Kec.Kota Maba, Kab. Halmahera Timur",1371.0,2032-01-23,2012-08-02,8292971.0,121625.0,9088818.0,1240986,1831,1695,92.57,14,47,93.62,83.38,30.6,9965,313996,86898,65517,528064,994475,OPEX,0.99,0.49,1,Tidak,337847215,15782,PT IWIP,CIF,19.487671232876714,Active
Kotamaba,Halmahera Timur,Nikel Fritu,1428000000,Nikel,Ni,Logam Besi dan Paduan Besi,Fritu,Maluku Utara,Operasi Produksi,45323000,53956602,Limonit-Saprolit,"PT Harum Sukses Mining, Laporan RKAB Tahun 2021",1437,128.152,0.599,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,990.0,2030-12-28,2009-12-28,27931772.0,3609919.0,22113934.0,782337,5014,4749,94.71,18,60,85.26,71.05,29.8,14848,395109,146999,50793,775480,1368381,CAPEX,0.86,0.31,1,Tidak,319197727,15787,PT IWIP,FOB Motorship,21.013698630136986,Active
Wasile,Halmahera Timur,Nikel Subaim,1600000000,Nikel,Ni,Logam Besi dan Paduan Besi,Subaim,Maluku Utara,Operasi Produksi,118000000,131880,"Blok Meja River 1, Meja River 2, dan Oviang","PT Indo Bumi Nikel, Laporan RKAB Tahun 2021",1451,128.197,1.021,IUP,Kec. Wasile dan Wasile Timur Kab Halmahera Timur,2117.0,2029-12-07,2009-12-07,22516268.0,3101367.0,20297227.0,994791,1672,1691,101.14,27,63,89.25,88.91,42.6,20543,230856,67480,65679,547337,911352,CAPEX,0.76,0.31,2,Tidak,342428975,15891,PT Aneka Tambang,Spot Contract,20.013698630136986,Active
Kotamaba,Halmahera Timur,Nikel Wailukum 1,1936000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wailukum 1,Maluku Utara,Operasi Produksi,665600010,8176470523,Limonit-Saprolit (Blok Mana I-III),"PT Position, Laporan RKAB Tahun 2019",1468,128.16,0.542,IUP,Kec. Maba Kota Kb. Halmahera Timur,4017.0,2037-12-12,2017-12-12,33430916.0,212676.0,19801427.0,1490898,3349,3021,90.21,20,40,87.57,77.85,9.9,16613,221111,87699,64256,747757,1120823,CAPEX,0.39,0.49,1,Tidak,292794599,15832,PT IWIP,FOB Motorship,20.013698630136986,Active
Kotamaba,Halmahera Timur,Nikel Weda,2189000000,Nikel,Ni,Logam Besi dan Paduan Besi,Weda,Maluku Utara,Operasi Produksi,294664000,3373085275,"Utara, Tengah, Selatan","PT Wana Kencana Mineral, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1539,128.106,0.795,IUP,"Kec Wasile Selatan, Kab Halmahera Timur. Kec Weda, Kab Halmahera Tengah",24700.0,2036-05-09,2016-05-09,17444246.0,6350331.0,16828893.0,716786,3837,3929,102.4,16,46,95.12,88.48,15.1,12038,388215,71957,79640,614869,1154681,CAPEX,1.34,0.04,0,Tidak,332161313,15777,PT IMIP,FOB Motorship,20.013698630136986,Active
Wasile Selatan,Halmahera Timur,Nikel Wasile 2,2191000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wasile 2,Maluku Utara,Operasi Produksi,82250000,978775,"Kadar Ni 1,7%","PT Mega Haltim Mineral, Laporan RKAB Tahun 2021",1541,127.925,0.731,IUP,Weda Kec. Wasile Selatan Kab.,13510.0,2030-11-09,2016-11-09,38714987.0,56244.0,29018244.0,1516554,2867,2949,102.86,25,54,96.19,81.58,40.7,16811,393360,122822,54432,586957,1157571,OPEX,2.24,0.49,1,Tidak,322726723,15541,PT Vale Indonesia,CIF,14.008219178082191,Active
Wasile,Halmahera Timur,Nikel Batu Raja,2552000000,Nikel,Ni,Logam Besi dan Paduan Besi,Batu Raja,Maluku Utara,Operasi Produksi,14100000,182042,"Lapisan OB, limonit dan saprolit, kadar Ni 0.9% s.d. 3,17%","PT Alam Raya Abadi, Laporan RKAB Tahun 2020 (Tabulasi Dinas ESDM Provinsi)",1574,128.144,1.048,IUP,Kec. Wasile,924.0,2027-10-29,2020-06-18,27577679.0,2010592.0,25296576.0,655104,1999,1911,95.6,27,62,88.21,70.09,43.2,24579,233472,96392,47076,518747,895687,CAPEX,1.65,0.1,0,Tidak,306252812,15997,PT IWIP,CIF,7.367123287671233,Active
Kota Maba,Halmahera Timur,Nikel Soa Gimalaha,2798000000,Nikel,Ni,Logam Besi dan Paduan Besi,Soa Gimalaha,Maluku Utara,Operasi Produksi,68756540,0,Saprolit dan limonit,"PT Adhita Nikel Indonesia, Laporan RKAB Tahun 2021",1616,128.2816,0.6194,IUP,"Desa Soagimalaha Kec Kota Maba, Kab. Halmahera Timur",2000.0,2031-03-10,2011-03-10,2312086.0,3004079.0,25211357.0,762777,2188,2020,92.32,28,38,93.68,70.77,49.8,14081,280341,109311,56337,734281,1180270,OPEX,1.4,0.31,1,Tidak,267950517,15988,PT GNI,CIF,20.013698630136986,Active
Kota Maba,Halmahera Timur,Nikel Wailukum 2,2817000000,Nikel,Ni,Logam Besi dan Paduan Besi,Wailukum 2,Maluku Utara,Operasi Produksi,0,0,"Blok Barat kadar Ni 1,6%","PT Haltim Mining, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1635,128.231,0.7376,IUP,Desa Wailukum Kec.Maba Kota Kab Halmahera Timur,1227.0,2031-08-18,2011-10-19,10410107.0,521138.0,12039842.0,1381466,4781,4734,99.02,15,56,86.68,83.61,44.3,22554,325327,144256,38142,424252,931977,CAPEX,1.19,0.21,0,Tidak,305759859,15601,PT IMIP,CIF,19.843835616438355,Active
Maba,Halmahera Timur,Nikel Buli Karya,2818000000,Nikel,Ni,Logam Besi dan Paduan Besi,Buli Karya,Maluku Utara,Operasi Produksi,180000000,224784,Limonit-saprolit,"PT Priven Lestari, Laporan RKAB Tahun 2021",1636,128.181,0.9004,IUP,Kec. Maba dan Maba Kota Kab. Halmahera timur,4953.0,2037-07-17,2018-07-17,11894788.0,817522.0,9719919.0,1690224,2706,2484,91.8,24,45,88.58,81.25,45.0,20379,239045,102105,35588,587549,964287,OPEX,1.27,0.19,0,Tidak,340134954,15661,PT Vale Indonesia,Spot Contract,19.013698630136986,Active
Maba Kota,Halmahera Timur,Nikel Mabapura,2853000000,Nikel,Ni,Logam Besi dan Paduan Besi,Mabapura,Maluku Utara,Operasi Produksi,0,0,"Kadar Ni 1,79%","PT Makmur Jaya Lestari, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1650,128.205,0.8112,IUP,Desa Maba Kota Kab. Halmahera Timur,3941.0,2028-10-29,2009-10-29,6311443.0,96732.0,6143022.0,755889,2672,2551,95.47,21,42,86.8,70.53,19.1,10327,265247,123414,55958,547551,992170,CAPEX,0.68,0.47,2,Tidak,348460737,16035,PT Vale Indonesia,Spot Contract,19.013698630136986,Active
Kota Maba,"Halmahera Timur, Halmahera Tengah",Nikel Maba Sangaji,2852000000,Nikel,Ni,Logam Besi dan Paduan Besi,Maba Sangaji,Maluku Utara,Operasi Produksi,0,0,Blok A-Blok F,"PT Wana Halmahera Barat, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1649,128.077,0.713,IUP,"Kec Weda, Wasile Selatan Kab. Halmahera Tengah",3986.0,2038-08-30,2018-08-30,23915298.0,79538.0,24056697.0,949989,5185,5412,104.38,18,53,88.69,84.87,23.1,9239,279057,59790,71270,617356,1027473,CAPEX,2.09,0.07,0,Tidak,294806665,15676,PT IMIP,FOB Motorship,20.013698630136986,Active
Seram Barat,Seram Bagian Barat,Nikel Piru,1438000000,Nikel,Ni,Logam Besi dan Paduan Besi,Piru,Maluku,Operasi Produksi,241251300,3793481853,-,"PT Manusela Prima Mining (545-236.a Tahun 2009), Laporan RKAB Tahun 2021",1446,128.099,-3.111,IUP,DESA PIRU KEC. SERAM BARAT KAB,4389.0,2029-10-15,2009-10-15,97056749.0,458016.0,189482436.0,1887680,1989,2087,104.93,17,49,93.77,87.04,17.1,20174,328312,71524,56662,501819,958317,CAPEX,0.66,0.5,2,Tidak,274790168,15946,PT Aneka Tambang,FOB Motorship,20.013698630136986,Active
